Block,Box,MenEx,DGRP,MenRep1,MenRep2,MenRep3
14,107,76,894,11.047,11.632,
14,107,76,894,10.894,10.728,
14,107,76,894,11.174,10.894,
14,107,76,894,11.425,12.007,
14,107,76,894,12.145,12.087,
14,107,76,894,12.071,11.71,
14,107,86,894,15.407,15.042,
14,107,86,894,13.962,13.424,
14,107,86,894,14.663,14.371,
14,107,86,894,13.334,12.917,
14,107,86,894,16.003,15.68,
14,107,86,894,13.58,14.596,
14,107,86,894,13.887,12.281,
14,107,86,894,14.105,13.902,
14,107,86,894,12.833,13.268,
14,107,86,894,14.646,13.559,
23,116,3,897,11.547,11.759,
23,116,3,897,10.576,9.988,
23,116,3,897,12.823,13.761,
23,116,3,897,11.113,10.919,
23,116,3,897,10.41,10.215,
23,116,3,897,11.659,11.471,
23,116,3,897,11.79,11.631,
23,116,3,897,11.535,11.065,
23,116,3,897,11.396,11.331,
23,116,3,897,11.853,12.129,
23,116,76,897,12.048,12.198,
23,116,76,897,11.07,10.902,
23,116,76,897,9.27,10.154,
23,116,76,897,12.431,11.463,
23,116,76,897,10.565,10.534,
23,116,76,897,11.577,11.054,
23,116,76,897,10.326,10.353,
23,116,76,897,11.223,11.266,
23,116,76,897,11.188,10.835,
23,116,76,897,8.54,8.59,
23,116,86,897,8.11,8.166,
23,116,86,897,7.722,7.712,
23,116,86,897,8.63,8.413,
23,116,86,897,8.4,7.862,
23,116,86,897,6.852,6.931,
23,116,86,897,6.564,6.726,
23,116,86,897,8.565,8.492,
23,116,86,897,7.597,7.488,
23,116,86,897,7.492,7.359,
23,116,86,897,7.431,8.642,
23,116,3,900,14.554,14.597,
23,116,3,900,13.838,14.014,
23,116,3,900,10.945,11.768,
23,116,3,900,15.291,13.048,
23,116,3,900,13.579,14.033,
23,116,3,900,13.769,,
23,116,3,900,14.2,13.552,
23,116,3,900,14.682,14.508,
23,116,3,900,14.847,15.039,
23,116,3,900,14.872,15.18,
23,116,76,900,9.952,10.129,
23,116,76,900,12.254,12.111,
23,116,76,900,14.119,13.703,
23,116,76,900,11.44,11.267,
23,116,76,900,11.836,12.102,
23,116,76,900,12.822,12.919,
23,116,76,900,11.842,11.94,
23,116,76,900,11.476,11.477,
23,116,76,900,12.59,12.586,
23,116,76,900,12.819,13.593,
23,116,86,900,12.407,12.708,
23,116,86,900,12.957,,
23,116,86,900,13.744,13.337,
23,116,86,900,12.414,12.629,
23,116,86,900,12.671,12.742,
23,116,86,900,11.547,10.515,
23,116,86,900,10.984,11.525,
23,116,86,900,13.987,13.558,
23,116,86,900,,13.273,
12,105,3,907,21.622,20.78,
12,105,3,907,20.817,20.807,
12,105,3,907,22.252,23.395,
12,105,3,907,23.493,23.44,
12,105,3,907,21.778,21.738,
12,105,3,907,22.3,22.376,
12,105,3,907,23.31,23.355,
12,105,3,907,23.333,22.752,
12,105,3,907,23.474,23.181,
12,105,3,907,,20.896,
12,105,76,907,19.328,19.647,
12,105,76,907,14.7,14.889,
12,105,76,907,16.285,15.712,
12,105,76,907,17.42,17.469,
12,105,76,907,17.819,,
12,105,76,907,17.362,,
12,105,76,907,17.708,18.028,
12,105,76,907,15.714,16.006,
12,105,76,907,14.361,14.492,
12,105,76,907,17.104,17.542,
12,105,86,907,16.743,15.831,
12,105,86,907,15.539,15.673,
12,105,86,907,16.156,16.638,
12,105,86,907,15.049,,
12,105,86,907,17.083,16.055,
12,105,86,907,13.794,14.208,
12,105,86,907,15.384,15.127,
12,105,86,907,12.799,12.707,
12,105,86,907,16.033,16.123,
12,105,86,907,13.108,13.497,
37,130,3,908,13.035,12.027,
37,130,3,908,11.965,11.417,
37,130,3,908,11.345,10.46,
37,130,3,908,12.592,12.637,
37,130,3,908,11.61,10.895,
37,130,3,908,12.016,11.963,
37,130,3,908,12.156,12.337,
37,130,3,908,11.975,12.056,
37,130,3,908,10.917,10.902,
37,130,3,908,11.712,11.416,
37,130,76,908,9.76,9.392,
37,130,76,908,8.581,7.977,
37,130,76,908,9.896,9.846,
37,130,76,908,8.038,7.992,
37,130,76,908,7.93,7.31,
37,130,76,908,9.516,8.515,
37,130,76,908,9.604,9.423,
37,130,76,908,8.971,8.326,
37,130,76,908,9.274,9.055,
37,130,76,908,7.667,7.707,
37,130,86,908,8.085,8.1,
37,130,86,908,7.937,7.959,
37,130,86,908,8.288,8.419,
37,130,86,908,8.699,7.723,
37,130,86,908,8.584,8.461,
37,130,86,908,7.793,7.519,
37,130,86,908,8.797,8.511,
37,130,86,908,7.382,7.349,
37,130,86,908,7.612,6.971,
37,130,86,908,8.361,8.106,
38,131,3,911,12.913,12.559,
38,131,3,911,12.702,11.966,
38,131,3,911,12.944,12.595,
38,131,3,911,13.178,13.031,
38,131,3,911,13.735,13.725,
38,131,3,911,12.18,12.829,
38,131,3,911,11.273,11.414,
38,131,3,911,9.487,9.719,
38,131,3,911,13.319,13.157,
38,131,3,911,13.855,13.953,
38,131,76,911,9.381,9.115,
38,131,76,911,9.463,9.684,
38,131,76,911,8.765,8.544,
38,131,76,911,8.821,8.821,
38,131,76,911,7.871,8.833,
38,131,76,911,8.42,8.292,
38,131,76,911,7.206,7.27,
38,131,76,911,9.878,10.034,
38,131,76,911,8.658,9.197,
38,131,76,911,8.397,8.103,
38,131,86,911,9.497,9.095,
38,131,86,911,9.569,9.519,
38,131,86,911,8.443,9.057,
38,131,86,911,10.321,9.884,
38,131,86,911,10.509,10.945,
38,131,86,911,10.57,10.192,
38,131,86,911,9.667,9.958,
38,131,86,911,10.095,10.321,
38,131,86,911,9.171,,
38,131,86,911,8.918,8.639,
