Block,Box,MenEx,DGRP,MenRep1,MenRep2,MenRep3
40,1,86,357,6.994,7.117,
41,2,86,357,6.454,6.478,
41,2,86,357,6.718,6.859,
41,2,86,357,5.232,4.687,
41,2,86,357,6.328,6.308,
41,2,86,357,7.333,7.188,
42,3,86,357,7.635,7.878,
42,3,86,357,8.073,7.263,
43,4,86,357,8.853,8.495,
45,6,3,358,13.885,13.105,
40,1,76,358,11.119,10.235,
41,2,76,358,10.415,9.917,
41,2,76,358,9.584,8.657,
41,2,76,358,8.913,8.466,
42,3,76,358,10.931,9.86,
42,3,76,358,9.605,8.87,
42,3,76,358,11.313,10.965,
43,4,76,358,8.647,10.131,
44,5,76,358,10.345,9.563,
48,9,76,358,9.321,0.419,
40,1,86,358,7.366,8.124,
40,1,86,358,8.018,7.963,
41,2,86,358,8.537,7.874,
41,2,86,358,9.552,9.098,
41,2,86,358,8.148,6.325,
41,2,86,358,8.589,6.95,
41,2,86,358,7.506,7.04,
41,2,86,358,8.239,8.333,
41,2,86,358,7.923,8.751,
43,4,86,358,8.303,9.102,
6,6,3,359,16.284,16.134,
6,6,3,359,17.779,16.682,
6,6,3,359,17.244,16.932,
6,6,3,359,16.616,15.511,
6,6,3,359,17.354,16.895,
6,6,3,359,17.104,16.507,
6,6,3,359,18.53,17.629,
6,6,3,359,19.406,18.985,
6,6,3,359,16.291,16.199,
6,6,3,359,14.917,15.562,
6,6,76,359,11.977,11.357,
6,6,76,359,12.413,12.591,
6,6,76,359,13.5,13.329,
6,6,76,359,14.924,14.244,
6,6,76,359,,12.773,
6,6,76,359,13.62,13.326,
6,6,76,359,12.128,11.855,
6,6,76,359,13.497,13.292,
6,6,76,359,14.414,13.913,
6,6,76,359,11.973,11.648,
6,6,86,359,10.157,10.169,
6,6,86,359,10.21,10.365,
6,6,86,359,11.285,10.878,
6,6,86,359,10.358,10.099,
6,6,86,359,10.844,10.435,
6,6,86,359,10.651,10.115,
6,6,86,359,10.626,10.192,
6,6,86,359,11.692,11.016,
6,6,86,359,13.158,12.953,
6,6,86,359,11.272,10.937,
42,3,3,360,18.189,17.172,
42,3,3,360,19.183,17.143,
42,3,3,360,15.489,18.062,
43,4,3,360,16.881,19.478,
43,4,3,360,15.419,15.904,
43,4,3,360,16.514,18.153,
43,4,3,360,18.95,19.066,
40,1,76,360,13.812,14.314,
40,1,76,360,19.878,14.099,
44,5,76,360,13.054,12.687,
44,5,76,360,11.808,11.821,
44,5,76,360,13.228,13.903,
46,7,76,360,12.768,12.8,
46,7,76,360,15.808,15.565,
46,7,76,360,14.791,15.236,
48,9,76,360,13.314,14.201,
48,9,76,360,,14.245,
40,1,86,360,12.087,12.1,
43,4,86,360,14.354,15.668,
44,5,86,360,12.458,13.015,
44,5,86,360,13.868,12.615,
44,5,86,360,10.347,10.654,
46,7,86,360,11.503,10.746,
46,7,86,360,12.822,13.93,
47,8,86,360,13.125,14.386,
48,9,86,360,11.255,12.89,
48,9,86,360,12.439,13.072,
25,118,3,361,,11.06,
25,118,3,361,15.184,13.99,
25,118,3,361,13.02,13.7,
25,118,3,361,14.065,12.81,
25,118,3,361,14.186,14.088,
25,118,3,361,13.661,12.44,
25,118,3,361,12.096,12.423,
25,118,3,361,14.044,14.323,
25,118,3,361,11.906,12.261,
25,118,3,361,11.487,11.282,
25,118,76,361,6.926,6.555,
25,118,76,361,6.455,6.492,
25,118,76,361,7.813,7.511,
25,118,76,361,6.827,6.17,
25,118,76,361,6.557,6.967,
25,118,76,361,8.084,8.282,
25,118,76,361,7.034,7.288,
25,118,76,361,7.413,6.986,
25,118,76,361,7.541,7.752,
25,118,76,361,7.598,7.26,
25,118,86,361,7.306,7.771,
25,118,86,361,7.365,7.707,
25,118,86,361,7.561,8.468,
25,118,86,361,8.094,7.495,
25,118,86,361,7.861,7.781,
25,118,86,361,8.097,8.113,
25,118,86,361,7.528,7.569,
25,118,86,361,6.548,6.277,
25,118,86,361,7.817,7.942,
25,118,86,361,8.273,7.729,
42,3,3,362,14.282,14.325,
42,3,3,362,15.676,15.617,
42,3,3,362,14.181,12.789,
42,3,3,362,17.342,15.659,
42,3,3,362,14.888,13.696,
42,3,3,362,15.711,15.493,
43,4,3,362,13.481,14.905,
43,4,3,362,12.941,14.937,
43,4,3,362,13.899,14.867,
43,4,3,362,16.48,17.525,
40,1,76,362,13.957,13.154,
40,1,76,362,13.253,13.827,
43,4,76,362,14.154,15.243,
43,4,76,362,13.763,14.442,
44,5,76,362,14.739,14.466,
46,7,76,362,12.385,13.706,
46,7,76,362,13.033,11.584,
47,8,76,362,12.974,15.638,
47,8,76,362,10.543,12.353,
48,9,76,362,13.338,14.189,
40,1,86,362,11.471,10.832,
43,4,86,362,11.191,10.903,
43,4,86,362,12.946,13.875,
44,5,86,362,12.153,11.729,
44,5,86,362,10.149,10.781,
44,5,86,362,9.155,10.5,
44,5,86,362,12.899,11.745,
46,7,86,362,12.319,12.28,
48,9,86,362,12.054,13.642,
48,9,86,362,12.008,12.939,
42,3,3,365,15.564,15.404,
42,3,3,365,15.591,13.908,
42,3,3,365,15.284,14.497,
42,3,3,365,16.765,14.915,
42,3,3,365,15.545,15.01,
43,4,3,365,16.431,17.627,
43,4,3,365,14.635,15.926,
43,4,3,365,13.797,13.892,
43,4,3,365,14.074,14.512,
43,4,3,365,14.297,16.336,
40,1,76,365,11.47,,
44,5,76,365,10.415,11.152,
44,5,76,365,5.668,11.789,
44,5,76,365,11.747,10.671,
46,7,76,365,12.118,11.687,
46,7,76,365,12.645,12.306,
46,7,76,365,10.184,9.242,
46,7,76,365,9.803,9.893,
48,9,76,365,11.835,12.558,
48,9,76,365,13.778,14.121,
40,1,86,365,12.774,11.835,
40,1,86,365,11.894,10.98,
40,1,86,365,15.339,12.905,
40,1,86,365,13.435,12.033,
43,4,86,365,13.123,13.918,
44,5,86,365,12.014,10.127,
46,7,86,365,13.333,13.577,
46,7,86,365,9.611,8.575,
47,8,86,365,11.07,12.964,
47,8,86,365,12.343,11.666,
19,112,3,367,12.287,11.673,
19,112,3,367,11.262,10.829,
19,112,3,367,13.981,13.597,
19,112,3,367,12.316,12.534,
19,112,3,367,13.446,13.03,
19,112,3,367,15.732,15.22,
19,112,3,367,12.208,11.7,
19,112,3,367,14.902,14.497,
19,112,3,367,13.668,12.768,
19,112,3,367,14.095,13.626,
19,112,76,367,14.908,14.487,
19,112,76,367,11.007,10.834,
19,112,76,367,11.153,10.168,
19,112,76,367,12.017,11.446,
19,112,76,367,11.658,11.318,
19,112,76,367,12.229,12.135,
19,112,76,367,12.216,11.377,
19,112,76,367,10.491,9.658,
19,112,76,367,9.38,9.484,
19,112,76,367,10.683,11.351,
19,112,86,367,13.708,13.693,
19,112,86,367,10.4,10.075,
19,112,86,367,12.713,12.372,
19,112,86,367,11.517,11.235,
19,112,86,367,13.055,12.734,
19,112,86,367,14.207,14.241,
19,112,86,367,12.939,11.98,
19,112,86,367,12.893,12.134,
19,112,86,367,10.917,10.726,
19,112,86,367,13.426,12.931,
6,6,3,370,17.227,15.237,
6,6,3,370,15.624,15.306,
6,6,3,370,15.857,15.299,
6,6,3,370,16.699,16.803,
6,6,3,370,17.042,15.887,
6,6,3,370,14.684,14.987,
6,6,3,370,,16.896,
6,6,3,370,16.921,15.209,
6,6,3,370,17.178,16.659,
6,6,3,370,17.487,16.932,
6,6,76,370,14.474,13.561,
6,6,76,370,12.945,11.296,
6,6,76,370,10.068,9.882,
6,6,76,370,,13.374,
6,6,76,370,10.673,10.37,
6,6,76,370,11.313,10.594,
6,6,76,370,13.964,13.433,
6,6,76,370,13.298,13.273,
6,6,76,370,12.262,12.133,
6,6,76,370,12.713,11.458,
6,6,86,370,9.328,8.438,
6,6,86,370,11.27,10.655,
6,6,86,370,11.001,10.571,
6,6,86,370,9.854,9.409,
6,6,86,370,10.83,10.505,
6,6,86,370,10,9.791,
6,6,86,370,11.14,10.021,
6,6,86,370,11.388,9.992,
6,6,86,370,9.309,8.046,
6,6,86,370,9.139,9.161,
31,124,3,373,8.86,9.668,
31,124,3,373,9.602,9.7,
31,124,3,373,9.944,9.098,
31,124,3,373,11.816,11.636,
31,124,3,373,9.232,9.172,
31,124,3,373,11.818,11.411,
31,124,3,373,10.005,9.786,
31,124,3,373,10.532,9.952,
31,124,3,373,10.634,10.559,
31,124,3,373,8.504,8.959,
31,124,76,373,9.592,8.955,
31,124,76,373,9.332,9.103,
31,124,76,373,10.055,8.831,
31,124,76,373,10.489,9.622,
31,124,76,373,7.094,6.281,
31,124,76,373,9.209,8.522,
31,124,76,373,9.239,9.881,
31,124,76,373,9.864,9.74,
31,124,76,373,6.549,7.068,
31,124,76,373,9.674,10.107,
31,124,86,373,7.39,7.336,
31,124,86,373,6.57,6.607,
31,124,86,373,6.001,6.153,
31,124,86,373,4.961,5.594,
31,124,86,373,8.362,7.873,
31,124,86,373,6.822,7.187,
31,124,86,373,7.783,7.817,
31,124,86,373,8.999,8.679,
31,124,86,373,6.889,6.601,
31,124,86,373,6.586,6.152,
32,125,3,374,9.902,9.187,
32,125,3,374,9.93,9.456,
32,125,3,374,9.346,8.959,
32,125,3,374,10.044,9.135,
32,125,3,374,10.147,9.41,
32,125,3,374,9.765,8.802,
32,125,3,374,9.548,9.29,
32,125,3,374,9.734,9.312,
32,125,3,374,9.774,9.025,
32,125,3,374,10.66,9.897,
32,125,76,374,8.192,7.62,
32,125,76,374,7.73,6.855,
32,125,76,374,8.463,7.885,
32,125,76,374,8.822,8.168,
32,125,76,374,8.174,8.093,
32,125,76,374,8.685,8.229,
32,125,76,374,8.847,7.936,
32,125,76,374,8.51,7.801,
32,125,76,374,8.647,8.127,
32,125,76,374,9.196,8.745,
32,125,86,374,7.762,6.82,
32,125,86,374,7.068,6.577,
32,125,86,374,7.554,7.155,
32,125,86,374,7.209,6.869,
32,125,86,374,7.535,6.767,
32,125,86,374,6.856,5.953,
32,125,86,374,7.785,7.883,
32,125,86,374,7.942,6.51,
32,125,86,374,7.106,6.397,
32,125,86,374,,7.169,
42,3,3,375,12.724,11.799,
42,3,3,375,13.201,12.375,
42,3,3,375,14.125,12.85,
42,3,3,375,11.891,11.278,
42,3,3,375,10.691,9.819,
43,4,3,375,10.268,11.285,
43,4,3,375,11.358,12.82,
43,4,3,375,12.526,12.385,
43,4,3,375,11.01,11.347,
43,4,3,375,11.106,12.9,
40,1,76,375,9.132,8.631,
40,1,76,375,8.211,7.785,
44,5,76,375,10.269,9.374,
44,5,76,375,10.051,11.082,
44,5,76,375,10.471,10.95,
46,7,76,375,8.122,8.173,
46,7,76,375,8.781,8.218,
46,7,76,375,11.685,10.389,
48,9,76,375,8.495,8.984,
48,9,76,375,9.068,10.19,
40,1,86,375,8.545,8.584,
44,5,86,375,7.288,7.738,
44,5,86,375,8.526,7.796,
44,5,86,375,8.859,8.633,
44,5,86,375,6.603,6.534,
46,7,86,375,8.106,,
46,7,86,375,8.817,8.736,
48,9,86,375,9.087,10.042,
48,9,86,375,8.698,9.682,
48,9,86,375,10.355,10.403,
42,3,3,379,16.335,16.462,
42,3,3,379,15.234,13.632,
42,3,3,379,16.01,15.227,
42,3,3,379,15.847,14.429,
42,3,3,379,14.287,15.455,
42,3,3,379,15.633,14.846,
43,4,3,379,15.632,16.519,
43,4,3,379,15.419,15.704,
43,4,3,379,12.691,14.185,
43,4,3,379,15.013,15.258,
40,1,76,379,9.444,9.538,
43,4,76,379,10.905,,
43,4,76,379,9.171,10.288,
44,5,76,379,8.958,10.159,
46,7,76,379,10.43,10.35,
47,8,76,379,7.894,7.906,
47,8,76,379,9.287,9.927,
48,9,76,379,9.506,9.981,
48,9,76,379,9.223,9.527,
48,9,76,379,8.846,9.482,
40,1,86,379,8.193,7.367,
40,1,86,379,8.823,8.174,
40,1,86,379,7.251,12.041,
40,1,86,379,9.647,9.038,
43,4,86,379,8.628,9.068,
43,4,86,379,12.055,12.445,
44,5,86,379,9.339,9.86,
46,7,86,379,7.656,8.254,
48,9,86,379,8.897,9.245,
48,9,86,379,8.56,9.981,
42,3,3,380,18.022,17.376,
42,3,3,380,16.402,15.569,
43,4,3,380,16.753,19.338,
43,4,3,380,16.236,18.38,
43,4,76,380,13.799,15.43,
43,4,76,380,11.343,13.214,
43,4,76,380,12.518,12.991,
44,5,76,380,13.477,13.362,
45,6,76,380,15.894,13.74,
46,7,76,380,11.143,11.36,
46,7,76,380,11.036,11.139,
47,8,76,380,14.16,15.268,
47,8,76,380,10.297,12.914,
47,8,76,380,12.19,12.989,
43,4,86,380,7.602,11.523,
43,4,86,380,10.823,11.294,
43,4,86,380,9.467,10.218,
44,5,86,380,11.562,11.969,
44,5,86,380,11.106,11.423,
44,5,86,380,10.425,10.567,
46,7,86,380,11.294,10.852,
46,7,86,380,11.583,11.498,
47,8,86,380,10.7,9.968,
47,8,86,380,10.591,10.126,
34,127,3,383,14.213,,
34,127,3,383,14.146,14.301,
34,127,3,383,14.148,13.948,
34,127,3,383,15.584,16.087,
34,127,3,383,15.01,15.431,
34,127,3,383,14.236,14.465,
34,127,3,383,13.442,13.642,
34,127,3,383,12.765,14.158,
34,127,3,383,14.68,15.19,
34,127,3,383,14.091,14.655,
34,127,76,383,11.655,,
34,127,76,383,11.615,12.081,
34,127,76,383,11.217,11.502,
34,127,76,383,10.374,11.394,
34,127,76,383,10.585,11.834,
34,127,76,383,12.035,12.807,
34,127,76,383,12.41,12.455,
34,127,76,383,11.261,12.132,
34,127,76,383,12.693,13.003,
34,127,76,383,11.72,11.766,
34,127,86,383,10.443,10.404,
34,127,86,383,10.694,10.867,
34,127,86,383,11.031,11.41,
34,127,86,383,10.716,11.286,
34,127,86,383,9.274,10.237,
34,127,86,383,8.831,9.092,
34,127,86,383,10.087,10.522,
34,127,86,383,9.584,9.899,
34,127,86,383,8.981,9.403,
34,127,86,383,8.823,8.981,
25,118,3,385,10.311,9.902,
25,118,3,385,10.891,10.505,
25,118,3,385,11.151,11.045,
25,118,3,385,,14.333,
25,118,3,385,10.18,9.834,
25,118,3,385,12.032,11.663,
25,118,3,385,10.371,10.023,
25,118,3,385,10.594,10.426,
25,118,3,385,12.09,11.656,
25,118,3,385,12.263,12.816,
25,118,76,385,9.101,9.432,
25,118,76,385,10.596,10.275,
25,118,76,385,10.383,10.47,
25,118,76,385,11.34,10.57,
25,118,76,385,10.842,9.93,
25,118,76,385,11.775,12.502,
25,118,76,385,,10.993,
25,118,76,385,9.752,9.586,
25,118,76,385,10.985,10.426,
25,118,76,385,10.897,11.104,
25,118,86,385,9.97,10.229,
25,118,86,385,9.8,9.395,
25,118,86,385,9.07,9.416,
25,118,86,385,10.824,10.977,
25,118,86,385,10.6,10.114,
25,118,86,385,9.286,9.639,
25,118,86,385,10.6,9.808,
25,118,86,385,10.806,10.168,
25,118,86,385,10.664,10.417,
25,118,86,385,11.251,9.604,
11,104,3,386,20.325,20.583,
11,104,3,386,21.355,21.356,
11,104,3,386,21.881,21.2,
11,104,3,386,20.309,20.09,
11,104,3,386,20.376,19.881,
11,104,3,386,21.01,21.056,
11,104,3,386,22.955,22.667,
11,104,3,386,20.675,21.143,
11,104,3,386,20.81,20.345,
11,104,3,386,20.935,22.421,
11,104,76,386,11.78,12.181,
11,104,76,386,11.007,11.11,
11,104,76,386,10.166,10.412,
11,104,76,386,10.255,10.122,
11,104,76,386,11.424,11.744,
11,104,76,386,10.878,10.896,
11,104,76,386,10.678,11.431,
11,104,76,386,10.106,10.112,
11,104,76,386,11.237,11.332,
11,104,76,386,9.274,9.616,
11,104,86,386,12.098,12.122,
11,104,86,386,10.734,10.648,
11,104,86,386,10.945,10.696,
11,104,86,386,12.447,12.358,
11,104,86,386,11.165,11.051,
11,104,86,386,10.761,10.743,
11,104,86,386,11.426,11.319,
11,104,86,386,10.071,9.796,
11,104,86,386,11.302,11.133,
11,104,86,386,10.706,10.288,
13,106,3,390,14.36,14.361,
13,106,3,390,13.226,13.855,
13,106,3,390,12.491,12.079,
13,106,3,390,14.96,14.364,
13,106,3,390,15.499,16.594,
13,106,3,390,14.497,14.441,
13,106,3,390,13.423,13.861,
13,106,3,390,17.421,17.35,
13,106,3,390,15.289,14.891,
13,106,3,390,15.179,15.207,
13,106,76,390,9.869,9.552,
13,106,76,390,9.519,9.651,
13,106,76,390,10.538,10.365,
13,106,76,390,10.01,10.188,
13,106,76,390,9.836,9.916,
13,106,76,390,9.824,10.712,
13,106,76,390,10.645,10.72,
13,106,76,390,10.969,11.673,
13,106,76,390,14.036,14.007,
13,106,76,390,13.415,13.811,
13,106,86,390,8.26,8.051,
13,106,86,390,9.316,9.363,
13,106,86,390,9.79,9.699,
13,106,86,390,8.913,9.283,
13,106,86,390,9.853,9.876,
13,106,86,390,9.483,9.104,
13,106,86,390,9.501,,
13,106,86,390,7.922,8.434,
13,106,86,390,9.128,9.734,
13,106,86,390,9.044,10,
36,129,3,391,11.816,7.959,
36,129,3,391,11.451,10.819,
36,129,3,391,11.656,11.298,
36,129,3,391,11.06,10.602,
36,129,3,391,11.541,11.245,
36,129,3,391,10.746,10.321,
36,129,3,391,12.564,12.009,
36,129,3,391,11.997,11.543,
36,129,3,391,12.127,11.713,
36,129,3,391,12.695,11.858,
36,129,76,391,8.094,,
36,129,76,391,6.722,6.51,
36,129,76,391,7.655,7.557,
36,129,76,391,6.341,6.382,
36,129,76,391,7.577,7.051,
36,129,76,391,6.857,6.785,
36,129,76,391,7.056,6.808,
36,129,76,391,7.824,7.548,
36,129,76,391,7.374,7.048,
36,129,76,391,7.027,6.732,
36,129,86,391,7.747,7.351,
36,129,86,391,6.652,6.641,
36,129,86,391,8.403,7.694,
36,129,86,391,7.832,7.513,
36,129,86,391,8.033,7.601,
36,129,86,391,8.611,8.212,
36,129,86,391,7.799,7.332,
36,129,86,391,6.725,6.241,
36,129,86,391,6.95,6.035,
36,129,86,391,,7.631,
19,112,3,392,16.604,15.3,
19,112,3,392,,15.842,
19,112,3,392,,15.904,
19,112,3,392,14.732,14.661,
19,112,3,392,15.518,14.991,
19,112,3,392,16.738,15.667,
19,112,3,392,12.955,12.533,
19,112,3,392,16.217,16.024,
19,112,3,392,16.555,16.09,
19,112,3,392,16.211,15.693,
19,112,76,392,14.3,14.289,
19,112,76,392,14.473,13.756,
19,112,76,392,15.81,14.86,
19,112,76,392,,14.716,
19,112,76,392,17.225,17.036,
19,112,76,392,15.448,15.695,
19,112,76,392,17.278,15.826,
19,112,76,392,15.426,14.351,
19,112,76,392,14.145,14.048,
19,112,76,392,17.781,17.026,
19,112,86,392,,13.111,
19,112,86,392,13.342,13.104,
19,112,86,392,12.168,12.283,
19,112,86,392,13.377,12.513,
19,112,86,392,11.055,10.835,
19,112,86,392,13.501,13.119,
19,112,86,392,12.706,11.928,
19,112,86,392,11.628,11.648,
19,112,86,392,12.401,11.764,
19,112,86,392,14.01,13.737,
20,113,3,395,13.742,14.254,
20,113,3,395,15.368,16.169,
20,113,3,395,18.559,19.235,
20,113,3,395,17.182,17.529,
20,113,3,395,19.266,19.645,
20,113,3,395,18.819,19.297,
20,113,3,395,18.656,20.338,
20,113,3,395,17.854,18.312,
20,113,3,395,17.588,18.067,
20,113,3,395,19.035,19.511,
20,113,76,395,15.477,16.167,
20,113,76,395,15.426,16.026,
20,113,76,395,14.552,15.628,
20,113,76,395,12.985,13.984,
20,113,76,395,16.353,16.358,
20,113,76,395,14.358,14.921,
20,113,76,395,14.804,15.54,
20,113,76,395,13.608,14.251,
20,113,76,395,12.082,12.456,
20,113,76,395,14.371,15.22,
20,113,86,395,14.386,15.247,
20,113,86,395,12.643,13.449,
20,113,86,395,11.652,12.236,
20,113,86,395,13.88,14.741,
20,113,86,395,12.815,13.358,
20,113,86,395,12.787,13.959,
20,113,86,395,13.285,13.367,
20,113,86,395,11.221,12.817,
20,113,86,395,12.619,13.269,
20,113,86,395,13.403,14.39,
30,123,3,397,12.974,12.407,
30,123,3,397,10.613,10.587,
30,123,3,397,12.085,12.313,
30,123,3,397,10.964,10.982,
30,123,3,397,11.171,11.245,
30,123,3,397,11.297,11.308,
30,123,3,397,11.666,11.399,
30,123,3,397,11.073,11.3,
30,123,3,397,11.545,11.688,
30,123,3,397,11.621,11.846,
30,123,76,397,8.264,7.689,
30,123,76,397,7.745,8.065,
30,123,76,397,7.488,7.396,
30,123,76,397,7.457,7.401,
30,123,76,397,9.648,9.792,
30,123,76,397,9.362,9.354,
30,123,76,397,11.043,10.862,
30,123,76,397,9.063,8.975,
30,123,76,397,9.481,9.681,
30,123,76,397,9.403,9.05,
30,123,86,397,7.466,7.268,
30,123,86,397,7.031,7.16,
30,123,86,397,8.112,7.608,
30,123,86,397,6.905,7.094,
30,123,86,397,,7.338,
30,123,86,397,10.554,10.491,
30,123,86,397,9.828,9.7,
30,123,86,397,10.437,10.494,
30,123,86,397,11.666,11.555,
30,123,86,397,10.237,9.871,
42,3,3,399,12.994,12.552,
42,3,3,399,14.556,14.39,
43,4,3,399,12.829,14.815,
43,4,3,399,15.717,15.481,
43,4,3,399,14.207,15.226,
43,4,76,399,7.319,7.891,
43,4,76,399,8.968,8.792,
44,5,76,399,7.08,7.342,
44,5,76,399,5.579,6.354,
44,5,76,399,9.055,10.479,
45,6,76,399,6.906,6.824,
45,6,76,399,9.423,8.496,
46,7,76,399,5.795,6.016,
46,7,76,399,7.916,7.99,
43,4,86,399,7.695,8.707,
43,4,86,399,8.162,7.358,
43,4,86,399,8.029,8.232,
43,4,86,399,7.929,7.847,
45,6,86,399,7.408,7.358,
45,6,86,399,6.89,6.641,
46,7,86,399,7.414,7.208,
46,7,86,399,7.717,7.167,
46,7,86,399,7.503,7.633,
47,8,86,399,7.543,8.195,
25,118,3,405,9.951,10.445,
25,118,3,405,10.233,10.416,
25,118,3,405,11.777,10.61,
25,118,3,405,12.111,11.497,
25,118,3,405,10.082,10.183,
25,118,3,405,11.359,11.331,
25,118,3,405,11.358,11.64,
25,118,3,405,10.235,9.916,
25,118,3,405,9.531,9.42,
25,118,3,405,11.043,11.17,
25,118,76,405,,6.724,
25,118,76,405,6.809,6.917,
25,118,76,405,7.642,7.23,
25,118,76,405,6.236,6.113,
25,118,76,405,6.001,6.098,
25,118,76,405,6.363,5.986,
25,118,76,405,6.759,6.771,
25,118,76,405,6.172,5.989,
25,118,76,405,6.745,6.41,
25,118,76,405,6.669,,
25,118,86,405,6.228,6.448,
25,118,86,405,5.047,4.446,
25,118,86,405,5.858,5.655,
25,118,86,405,5.119,5.289,
25,118,86,405,5.667,5.241,
25,118,86,405,4.806,6.106,
25,118,86,405,6.095,6.138,
25,118,86,405,6.257,5.852,
25,118,86,405,6.226,6,
25,118,86,405,4.889,4.739,
30,123,3,406,15.352,15.194,
30,123,3,406,15.552,15.457,
30,123,3,406,,16.681,
30,123,3,406,15.397,15.99,
30,123,3,406,15.615,15.178,
30,123,3,406,15.761,16.15,
30,123,3,406,14.017,13.856,
30,123,3,406,15.323,15.809,
30,123,3,406,15.43,16.963,
30,123,3,406,16.245,18.025,
30,123,76,406,10.339,10.135,
30,123,76,406,10.569,10.356,
30,123,76,406,9.705,9.486,
30,123,76,406,9.492,9.413,
30,123,76,406,9.841,10.009,
30,123,76,406,11.366,11.536,
30,123,76,406,10.212,10.763,
30,123,76,406,10.261,9.648,
30,123,76,406,9.346,9.747,
30,123,76,406,9.956,10.345,
30,123,86,406,7.074,,
30,123,86,406,8.416,8.435,
30,123,86,406,7.855,7.645,
30,123,86,406,7.709,7.722,
30,123,86,406,7.128,7.217,
30,123,86,406,7.539,6.899,
30,123,86,406,8.11,7.77,
30,123,86,406,5.243,6.392,
30,123,86,406,7.29,7.324,
30,123,86,406,7.479,7.033,
29,122,3,426,,18.318,
29,122,3,426,18.442,16.777,
29,122,3,426,18.063,17.696,
29,122,3,426,18.082,17.338,
29,122,3,426,19.699,18.344,
29,122,3,426,20.771,19.545,
29,122,3,426,20.219,19.505,
29,122,3,426,18.584,17.604,
29,122,3,426,18.159,17.253,
29,122,76,426,12.377,11.906,
29,122,76,426,13.746,13.077,
29,122,76,426,16.513,15.9,
29,122,76,426,15.615,14.429,
29,122,76,426,14.086,13.574,
29,122,76,426,14.636,13.655,
29,122,76,426,15.463,14.755,
29,122,76,426,13.752,13.094,
29,122,76,426,14.636,13.858,
29,122,86,426,12.659,11.581,
29,122,86,426,13.033,12.988,
29,122,86,426,12.273,11.519,
29,122,86,426,12.504,12.429,
29,122,86,426,11.318,11.017,
29,122,86,426,11.767,10.978,
29,122,86,426,11.121,11.22,
29,122,86,426,11.868,10.6,
29,122,86,426,10.843,10.818,
29,122,86,426,12.13,11.885,
42,3,3,427,18.528,18.077,
43,4,3,427,17.933,19.722,
43,4,76,427,11.08,13.129,
43,4,76,427,9.452,10.198,
43,4,76,427,12.81,14.795,
43,4,76,427,11.69,13.504,
44,5,76,427,10.235,10.567,
44,5,76,427,11.84,10.872,
45,6,76,427,12.83,11.804,
46,7,76,427,10.25,10.425,
46,7,76,427,12.314,12.158,
47,8,76,427,11.378,13.067,
43,4,86,427,11.68,12.89,
43,4,86,427,10.931,12.388,
43,4,86,427,12.096,12.369,
44,5,86,427,12.022,11.324,
44,5,86,427,12.267,12.569,
45,6,86,427,11.635,12.054,
45,6,86,427,12.764,11.642,
46,7,86,427,10.193,10.514,
46,7,86,427,12.094,12.752,
46,7,86,427,12.207,11.935,
42,3,3,437,14.46,12.959,
42,3,3,437,14.108,12.836,
42,3,3,437,13.204,13.073,
43,4,3,437,14.254,13.936,
43,4,3,437,13.16,14.025,
43,4,3,437,14.167,14.866,
43,4,3,437,13.898,14.709,
43,4,76,437,10.024,11.248,
43,4,76,437,10.979,12.67,
44,5,76,437,10.25,10.033,
44,5,76,437,12.311,12.368,
45,6,76,437,12.43,12.134,
45,6,76,437,11.924,12.291,
45,6,76,437,12.153,12.276,
46,7,76,437,10.926,10.743,
46,7,76,437,11.561,10.488,
46,7,76,437,11.277,9.918,
43,4,86,437,9.502,10.423,
44,5,86,437,10.002,10.003,
44,5,86,437,10.03,10.974,
45,6,86,437,10.022,9.45,
45,6,86,437,11.52,11.1,
45,6,86,437,10.075,9.238,
46,7,86,437,10.548,10.824,
46,7,86,437,10.344,9.577,
46,7,86,437,9.77,9.778,
35,128,3,439,13.269,13.894,
35,128,3,439,13.978,13.859,
35,128,3,439,13.934,,
35,128,3,439,13.72,13.632,
35,128,3,439,14.557,14.177,
35,128,3,439,14.186,13.93,
35,128,3,439,14.349,14.258,
35,128,3,439,13.885,14.033,
35,128,3,439,14.242,14.21,
35,128,3,439,13.176,13.313,
35,128,76,439,12.968,12.572,
35,128,76,439,12.431,12.468,
35,128,76,439,12.82,12.808,
35,128,76,439,12.238,11.822,
35,128,76,439,11.686,11.956,
35,128,76,439,12.068,12.343,
35,128,76,439,12.815,12.787,
35,128,76,439,12.802,12.521,
35,128,76,439,13.569,12.398,
35,128,76,439,12.65,12.132,
35,128,86,439,11.977,11.469,
35,128,86,439,12.251,12.673,
35,128,86,439,11.668,11.758,
35,128,86,439,12.738,12.067,
35,128,86,439,13.074,13.239,
35,128,86,439,12.351,12.626,
35,128,86,439,12.983,13.453,
35,128,86,439,12.155,12.177,
35,128,86,439,8.952,8.891,
35,128,86,439,11.887,13.09,
6,6,3,440,14.5,13.877,
6,6,3,440,17.165,16.315,
6,6,3,440,13.612,,
6,6,3,440,,14.923,
6,6,3,440,14.128,12.868,
6,6,3,440,15.554,14.575,
6,6,3,440,14.042,13.71,
6,6,3,440,14.273,,
6,6,3,440,13.048,12.887,
6,6,3,440,13.84,13.966,
6,6,76,440,10.419,10.142,
6,6,76,440,,9.684,
6,6,76,440,9.064,9.216,
6,6,76,440,9.707,9.274,
6,6,76,440,7.979,8.47,
6,6,76,440,9.336,8.786,
